"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_011E","S1903_C01_011M","S1903_C02_011E","S1903_C02_011M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M",
"1400000US42003415002","Census Tract 4150.02, Allegheny County, Pennsylvania","1006","87","92250","15350","93.0","2.6","86786","11105","0.8","1.1","-","**","0.0","2.2","-","**","5.0","2.4","187143","62051","0.0","2.2","-","**","0.7","1.0","-","**","0.5","0.7","-","**","0.6","1.0","-","**","92.4","2.7","85714","10795","1.0","1.1","-","**","22.3","3.2","118750","16679","45.8","4.4","106964","23711","30.9","3.7","49688","6244","681","59","114417","15783","41.7","4.9","120417","21783","58.3","4.9","108304","14547","89.1","4.4","121458","20225","6.6","3.7","41563","21909","4.3","2.9","158281","103417","325","76","42440","10051","63.7","13.0","43068","24300","55.7","12.6","29191","19462","8.0","6.3","-","**","36.3","13.0","42143","14259","27.4","11.3","40417","26726","8.9","6.3","129886","21440","26.4","(X)","(X)","(X)","25.8","(X)","(X)","(X)","27.7","(X)","(X)","(X)",
"1400000US42003416000","Census Tract 4160, Allegheny County, Pennsylvania","819","42","48750","4608","98.8","1.0","48603","4558","0.0","2.7","-","**","0.0","2.7","-","**","0.0","2.7","-","**","0.0","2.7","-","**","0.4","0.5","-","**","0.9","0.9","-","**","0.4","0.5","-","**","98.8","1.0","48603","4558","1.3","2.0","-","**","20.9","4.2","50938","8435","43.7","4.0","58667","9196","34.1","3.0","34076","6516","450","43","54375","14866","22.7","4.3","46786","16497","77.3","4.3","60000","15285","73.8","8.7","71250","12891","20.4","7.5","25625","15617","5.8","4.0","46346","1057","369","50","34659","16292","55.8","8.3","30125","18295","53.4","8.2","22063","17490","2.4","2.3","65625","11880","44.2","8.3","52031","8779","35.2","7.4","47500","10748","8.9","7.8","56875","1733","25.2","(X)","(X)","(X)","27.1","(X)","(X)","(X)","22.8","(X)","(X)","(X)",
"1400000US42003417100","Census Tract 4171, Allegheny County, Pennsylvania","961","54","53365","4801","97.3","2.3","53674","4849","2.1","2.1","-","**","0.0","2.3","-","**","0.6","0.9","-","**","0.0","2.3","-","**","0.0","2.3","-","**","0.0","2.3","-","**","2.8","2.8","-","**","96.0","2.6","53413","6463","2.7","2.4","30962","22580","23.9","5.5","59250","2641","48.6","5.7","61250","10017","24.8","5.1","30000","8060","578","56","62448","5634","28.4","8.1","61818","9587","71.6","8.1","63333","9275","80.1","7.7","69250","11395","15.2","7.4","34688","20586","4.7","3.3","38958","27179","383","71","30945","3331","55.9","10.5","29327","3159","51.7","10.3","28558","3153","4.2","3.4","56250","49753","44.1","10.5","32446","6016","36.0","10.8","30761","5235","8.1","4.8","52375","27206","31.1","(X)","(X)","(X)","29.4","(X)","(X)","(X)","32.1","(X)","(X)","(X)",
"1400000US42003417200","Census Tract 4172, Allegheny County, Pennsylvania","657","50","34055","5150","100.0","3.4","34055","5150","0.0","3.4","-","**","0.0","3.4","-","**","0.0","3.4","-","**","0.0","3.4","-","**","0.0","3.4","-","**","0.0","3.4","-","**","0.0","3.4","-","**","100.0","3.4","34055","5150","2.1","1.8","56250","18775","23.7","5.4","36250","34216","47.3","6.3","46250","10081","26.8","4.7","15000","3718","309","42","58472","10225","40.1","10.1","56042","29213","59.9","10.1","62019","12939","60.8","11.5","71500","24481","30.1","11.4","33603","10785","9.1","6.2","-","**","348","65","18587","6120","52.6","12.4","15568","6288","48.0","12.2","13625","6166","4.6","4.1","56875","41429","47.4","12.4","26563","16860","44.5","12.2","23750","17038","2.9","3.6","-","**","30.3","(X)","(X)","(X)","29.1","(X)","(X)","(X)","31.3","(X)","(X)","(X)",
"1400000US42003418000","Census Tract 4180, Allegheny County, Pennsylvania","852","48","55321","3905","98.0","1.9","55865","4320","0.0","2.6","-","**","0.4","0.6","-","**","0.7","1.0","-","**","0.0","2.6","-","**","0.0","2.6","-","**","0.9","1.5","-","**","0.9","1.5","-","**","98.0","1.9","55865","4320","0.0","2.6","-","**","21.1","4.1","79167","23201","42.3","6.2","68833","11672","36.6","6.1","36250","5217","523","57","75750","6398","27.9","4.9","75000","37353","72.1","4.9","76250","11315","84.3","7.2","81750","9844","9.9","5.2","-","**","5.7","5.3","-","**","329","56","33250","7694","71.1","10.8","33500","8290","62.9","11.0","29904","7143","8.2","7.6","68917","13329","28.9","10.8","32250","18180","19.8","8.3","30750","23214","9.1","8.9","60417","54607","25.2","(X)","(X)","(X)","18.0","(X)","(X)","(X)","36.8","(X)","(X)","(X)",
"1400000US42003419000","Census Tract 4190, Allegheny County, Pennsylvania","1362","122","49643","3332","99.4","0.9","49773","3437","0.0","1.6","-","**","0.0","1.6","-","**","0.0","1.6","-","**","0.0","1.6","-","**","0.6","0.9","-","**","0.0","1.6","-","**","2.1","2.7","-","**","97.9","2.7","50203","3871","0.4","0.8","-","**","26.1","5.1","48516","16060","34.5","4.6","60000","12216","39.0","4.9","42344","10414","759","79","65139","18933","25.6","6.9","44300","23593","74.4","6.9","74583","14059","81.2","6.7","77143","14429","16.6","6.7","44300","6767","2.2","2.4","-","**","603","129","34458","5850","64.5","11.4","33988","8623","58.9","11.9","31250","8187","5.6","4.6","56250","23121","35.5","11.4","34766","11200","28.5","10.5","33672","5550","7.0","6.9","57143","13808","24.2","(X)","(X)","(X)","22.4","(X)","(X)","(X)","26.5","(X)","(X)","(X)",
"1400000US42003420000","Census Tract 4200, Allegheny County, Pennsylvania","824","54","39929","4130","87.7","5.2","37557","7310","3.4","2.5","-","**","0.0","2.7","-","**","8.3","4.8","51667","25528","0.0","2.7","-","**","0.0","2.7","-","**","0.6","1.1","-","**","0.5","0.9","-","**","87.3","5.4","37784","6794","3.4","2.5","-","**","33.4","6.2","44155","6198","34.6","5.9","46094","7067","28.6","4.3","20417","5642","385","57","46838","17165","46.8","8.6","39423","9622","53.2","8.6","63393","9039","69.4","10.8","64226","18397","21.8","9.3","32738","7159","8.8","7.7","20682","19354","439","51","23073","4624","49.7","9.0","18214","4347","47.6","9.3","17679","3761","2.1","2.8","-","**","50.3","9.0","35781","18105","41.9","8.5","25385","15994","8.4","5.3","56750","56664","16.7","(X)","(X)","(X)","12.5","(X)","(X)","(X)","19.1","(X)","(X)","(X)",
"1400000US42003421100","Census Tract 4211, Allegheny County, Pennsylvania","1756","84","72450","24028","90.5","2.9","71675","19169","0.0","1.3","-","**","0.0","1.3","-","**","7.7","2.5","-","**","0.0","1.3","-","**","0.0","1.3","-","**","1.8","1.5","-","**","1.5","1.7","-","**","89.8","3.2","71375","17986","0.8","0.8","-","**","18.8","4.6","94432","33980","44.2","5.9","100339","26930","36.2","3.8","48934","7462","1104","77","106167","14012","41.8","4.9","106806","27389","58.2","4.9","105893","23203","86.8","5.5","120139","21586","9.0","4.5","48750","40670","4.3","2.6","57679","33504","652","108","50000","23488","71.8","9.2","49000","32195","61.7","9.7","32250","26291","10.1","6.2","104750","83795","28.2","9.2","51667","36876","24.1","8.6","43750","33012","4.1","3.7","71625","60870","25.3","(X)","(X)","(X)","24.2","(X)","(X)","(X)","27.1","(X)","(X)","(X)",
"1400000US42003421200","Census Tract 4212, Allegheny County, Pennsylvania","1744","84","92051","5978","95.9","2.0","90833","7209","0.0","1.3","-","**","0.0","1.3","-","**","4.1","2.0","-","**","0.0","1.3","-","**","0.0","1.3","-","**","0.0","1.3","-","**","1.0","1.2","-","**","94.9","2.4","90288","7799","0.0","1.3","-","**","22.0","4.0","101111","19669","44.8","4.4","103625","20537","33.2","3.0","59803","15407","1267","88","106493","12146","44.0","4.8","110764","11262","56.0","4.8","97188","30730","89.1","4.7","110045","12020","8.7","4.1","94750","93904","2.2","1.9","66250","26714","477","112","52847","20173","63.5","11.2","46042","19224","54.5","12.4","45556","18641","9.0","6.3","-","**","36.5","11.2","58561","9175","26.8","10.8","58788","9091","9.6","6.5","-","**","27.1","(X)","(X)","(X)","30.8","(X)","(X)","(X)","17.2","(X)","(X)","(X)",
"1400000US42003422000","Census Tract 4220, Allegheny County, Pennsylvania","1928","111","148553","19071","91.3","3.5","146000","20108","0.0","1.2","-","**","0.0","1.2","-","**","5.8","2.5","250,000+","***","0.0","1.2","-","**","1.3","1.8","-","**","1.6","1.6","-","**","1.9","2.1","-","**","90.7","3.5","145750","20374","0.0","1.2","-","**","14.7","3.9","171429","159751","54.6","5.9","146364","29535","30.7","4.7","153906","63783","1638","103","156111","34168","50.1","7.1","156458","71053","49.9","7.1","154609","38336","93.2","3.4","171250","47215","3.7","2.7","-","**","3.2","2.7","86250","69130","290","123","-","**","78.3","16.5","-","**","72.4","16.6","-","**","5.9","9.0","-","**","21.7","16.5","250,000+","***","21.7","16.5","250,000+","***","0.0","7.5","-","**","36.1","(X)","(X)","(X)","34.9","(X)","(X)","(X)","42.8","(X)","(X)","(X)",
"1400000US42003423000","Census Tract 4230, Allegheny County, Pennsylvania","1269","121","66108","11970","94.6","2.8","68125","11627","0.0","1.8","-","**","0.0","1.8","-","**","3.9","2.3","50667","17354","0.0","1.8","-","**","0.0","1.8","-","**","1.5","1.6","-","**","1.6","1.8","-","**","93.0","3.4","67656","11308","1.7","2.6","-","**","44.6","6.9","67188","27456","29.9","6.4","88487","33211","23.9","6.1","39125","14630","640","67","111053","19953","50.5","9.1","121736","26160","49.5","9.1","95417","25365","80.9","8.0","135167","29392","19.1","8.0","50417","14422","0.0","3.5","-","**","629","149","42938","10847","67.9","11.6","39950","8628","55.2","12.2","38050","8631","12.7","7.6","69375","36479","32.1","11.6","61563","35074","26.6","12.3","56250","50392","5.6","4.6","125156","90574","32.9","(X)","(X)","(X)","37.3","(X)","(X)","(X)","27.3","(X)","(X)","(X)",
"1400000US42003424000","Census Tract 4240, Allegheny County, Pennsylvania","1654","125","32431","7969","86.4","5.9","36766","9709","9.7","5.7","-","**","0.0","1.3","-","**","2.0","1.9","-","**","0.0","1.3","-","**","1.9","2.3","-","**","0.0","1.3","-","**","3.7","2.8","-","**","84.6","6.1","35978","9538","5.5","2.6","-","**","23.3","6.1","27083","20649","47.3","6.5","47153","14584","23.9","5.0","25139","12023","790","81","50625","16956","40.9","7.5","35691","17850","59.1","7.5","64183","14427","49.5","11.6","69479","9178","35.7","11.4","30521","16266","14.8","10.1","-","**","864","171","21351","5701","55.3","9.3","19926","3237","50.6","9.3","19767","3054","4.7","2.9","38958","30558","44.7","9.3","27222","15334","41.2","9.6","25833","15440","3.5","3.1","53542","43282","34.9","(X)","(X)","(X)","33.5","(X)","(X)","(X)","32.1","(X)","(X)","(X)",
"1400000US42003425000","Census Tract 4250, Allegheny County, Pennsylvania","1506","91","44615","5623","95.4","3.7","45601","6599","2.3","2.7","-","**","0.0","1.5","-","**","0.0","1.5","-","**","0.0","1.5","-","**","1.5","2.4","-","**","0.8","1.0","-","**","3.1","3.0","47604","10040","94.6","3.9","45313","6899","2.3","2.5","61509","15154","36.5","5.2","46630","7320","38.6","5.7","48542","13951","22.5","4.7","31399","4258","753","75","59654","5337","39.0","8.3","58056","15944","61.0","8.3","60647","5660","68.8","8.7","68182","16237","20.8","8.5","44861","12392","10.4","6.0","58833","4905","753","130","32390","4719","48.9","9.1","30417","8591","39.4","8.7","21793","7525","9.4","5.3","61094","4002","51.1","9.1","33867","7186","38.4","9.8","33398","12403","12.7","7.1","43077","17151","29.5","(X)","(X)","(X)","38.4","(X)","(X)","(X)","20.7","(X)","(X)","(X)",
"1400000US42003426300","Census Tract 4263, Allegheny County, Pennsylvania","2423","122","77057","10068","99.5","0.8","76719","10174","0.0","0.9","-","**","0.0","0.9","-","**","0.0","0.9","-","**","0.0","0.9","-","**","0.0","0.9","-","**","0.5","0.8","-","**","0.9","1.4","-","**","98.6","1.7","77266","10072","0.0","0.9","-","**","27.3","4.2","95391","13432","42.9","5.2","100721","18027","29.8","3.3","41229","7425","1760","128","95725","5600","38.2","4.5","98088","10317","61.8","4.5","91321","9912","91.8","3.9","96900","4982","5.4","3.3","68661","33649","2.8","2.5","86635","29356","663","165","42679","12371","61.2","13.8","29219","18859","56.1","14.2","27891","14177","5.1","5.9","-","**","38.8","13.8","56910","8845","32.7","13.6","55521","12258","6.0","6.5","-","**","23.9","(X)","(X)","(X)","25.2","(X)","(X)","(X)","20.4","(X)","(X)","(X)",
"1400000US42003426400","Census Tract 4264, Allegheny County, Pennsylvania","2006","102","61680","8230","97.0","2.9","63125","10181","0.6","1.1","-","**","0.0","1.1","-","**","2.3","2.7","-","**","0.0","1.1","-","**","0.0","1.1","-","**","0.0","1.1","-","**","0.0","1.1","-","**","97.0","2.9","63125","10181","0.8","1.3","-","**","31.5","6.2","73808","7918","36.8","5.2","61923","17324","31.0","4.7","39901","8665","1201","121","80307","6779","33.8","9.0","83500","13755","66.2","9.0","74628","13327","86.5","7.1","83558","11684","10.3","6.4","51364","19453","3.2","2.8","-","**","805","147","26863","7403","51.8","11.5","25268","8835","47.7","11.8","22917","8098","4.1","4.6","-","**","48.2","11.5","27436","18200","37.1","11.5","33150","19322","11.1","7.7","-","**","25.9","(X)","(X)","(X)","29.3","(X)","(X)","(X)","20.9","(X)","(X)","(X)",
"1400000US42003426700","Census Tract 4267, Allegheny County, Pennsylvania","1134","72","57885","6285","97.3","2.5","57439","5751","1.3","1.9","-","**","0.0","2.0","-","**","0.7","1.1","-","**","0.0","2.0","-","**","0.0","2.0","-","**","0.7","1.1","-","**","2.5","2.9","-","**","94.8","3.8","57193","4837","1.9","1.9","-","**","24.8","5.6","65121","7508","46.1","5.8","52656","12040","27.2","3.7","57738","7539","540","81","72350","18713","33.0","7.1","81944","39643","67.0","7.1","72000","16374","79.6","8.8","90455","34174","15.4","7.5","63594","12029","5.0","5.0","48375","36604","594","96","31486","10962","55.6","10.7","45270","20314","53.2","10.0","38929","19352","2.4","2.9","-","**","44.4","10.7","23750","15694","42.4","10.7","22813","14228","2.0","2.6","-","**","24.1","(X)","(X)","(X)","27.8","(X)","(X)","(X)","20.7","(X)","(X)","(X)",
"1400000US42003426800","Census Tract 4268, Allegheny County, Pennsylvania","2184","85","79491","8923","100.0","1.0","79491","8923","0.0","1.0","-","**","0.0","1.0","-","**","0.0","1.0","-","**","0.0","1.0","-","**","0.0","1.0","-","**","0.0","1.0","-","**","0.0","1.0","-","**","100.0","1.0","79491","8923","0.0","1.0","-","**","25.5","4.1","84423","25028","37.1","4.5","106026","8029","37.4","3.6","47880","7014","1738","120","92308","15096","39.0","5.1","95795","21132","61.0","5.1","83828","14530","83.7","6.6","100331","12578","10.9","5.2","49918","16539","5.4","3.9","-","**","446","131","42969","21818","56.3","14.8","36083","19367","51.1","14.8","32097","15258","5.2","6.0","-","**","43.7","14.8","59712","45122","31.4","15.1","-","**","12.3","9.9","176083","20792","20.1","(X)","(X)","(X)","19.2","(X)","(X)","(X)","23.8","(X)","(X)","(X)",
"1400000US42003427000","Census Tract 4270, Allegheny County, Pennsylvania","1917","156","35496","6598","92.0","5.9","35873","5439","6.2","5.8","-","**","0.0","1.2","-","**","0.7","1.0","-","**","0.0","1.2","-","**","0.0","1.2","-","**","1.1","0.9","22083","16852","0.7","0.8","-","**","91.6","5.9","36032","5500","0.9","1.2","-","**","34.8","7.1","48357","5385","42.7","7.7","28393","13152","21.5","4.8","23464","7379","805","98","44875","10539","37.1","7.6","38661","9117","62.9","7.6","49911","12671","50.8","11.6","55341","8005","39.6","10.8","30341","7883","9.6","5.0","49063","26369","1112","186","24773","7124","44.2","10.0","19246","6166","33.1","8.8","17000","5343","11.1","6.4","-","**","55.8","10.0","34152","11647","52.1","10.5","32202","12856","3.8","3.2","86500","25445","30.9","(X)","(X)","(X)","28.0","(X)","(X)","(X)","29.7","(X)","(X)","(X)",
"1400000US42003427100","Census Tract 4271, Allegheny County, Pennsylvania","2212","96","78393","15904","100.0","1.0","78393","15904","0.0","1.0","-","**","0.0","1.0","-","**","0.0","1.0","-","**","0.0","1.0","-","**","0.0","1.0","-","**","0.0","1.0","-","**","0.0","1.0","-","**","100.0","1.0","78393","15904","0.0","1.0","-","**","25.0","5.0","101413","31672","43.1","5.1","110931","17765","32.0","3.7","41750","18809","1579","125","103884","17791","40.0","6.5","117019","6695","60.0","6.5","86344","15188","85.6","6.1","115601","10408","7.0","4.4","44917","39613","7.4","4.0","44519","32236","633","157","36920","7976","51.5","11.8","39630","7625","46.6","11.9","38194","12686","4.9","4.7","-","**","48.5","11.8","32411","10896","44.4","11.8","31637","4913","4.1","4.5","-","**","26.9","(X)","(X)","(X)","30.8","(X)","(X)","(X)","17.4","(X)","(X)","(X)",
"1400000US42003427200","Census Tract 4272, Allegheny County, Pennsylvania","2193","132","51315","9611","97.3","2.2","51429","10055","2.1","2.0","-","**","0.0","1.0","-","**","0.6","1.0","-","**","0.0","1.0","-","**","0.0","1.0","-","**","0.0","1.0","-","**","0.7","1.2","-","**","96.6","2.1","51672","10530","2.8","2.1","-","**","31.9","6.4","82391","19847","40.9","6.3","53309","18226","24.4","3.6","34743","19238","1352","140","60385","20697","32.8","6.8","76731","55707","67.2","6.8","58864","18628","78.6","7.9","77852","12973","14.9","6.7","26875","6613","6.5","4.6","38971","24175","841","179","47936","9938","53.6","12.3","53229","49205","43.0","12.4","-","**","10.6","7.8","95660","64756","46.4","12.3","47279","4137","38.8","12.3","48081","3417","7.6","7.0","-","**","31.8","(X)","(X)","(X)","32.5","(X)","(X)","(X)","30.8","(X)","(X)","(X)",
"1400000US42003428100","Census Tract 4281, Allegheny County, Pennsylvania","493","37","54712","4958","98.6","1.7","54936","5301","0.0","4.5","-","**","0.0","4.5","-","**","0.0","4.5","-","**","0.0","4.5","-","**","0.0","4.5","-","**","1.4","1.7","-","**","0.6","1.1","-","**","98.6","1.7","54936","5301","1.0","1.5","-","**","21.7","5.3","51607","11317","47.9","5.8","65000","14652","29.4","4.3","40234","9390","329","42","67689","16940","27.7","8.4","58839","7561","72.3","8.4","68864","11105","85.7","9.1","68864","11611","6.1","6.1","39444","39035","8.2","8.3","-","**","164","51","28333","16157","56.7","16.5","41250","18031","44.5","15.7","24375","23826","12.2","10.6","68214","28439","43.3","16.5","25208","6703","42.1","16.4","24938","6067","1.2","3.4","-","**","34.1","(X)","(X)","(X)","38.3","(X)","(X)","(X)","25.6","(X)","(X)","(X)",
"1400000US42003428200","Census Tract 4282, Allegheny County, Pennsylvania","952","55","65000","8922","96.1","4.1","63068","8036","3.9","4.1","135966","51930","0.0","2.3","-","**","0.0","2.3","-","**","0.0","2.3","-","**","0.0","2.3","-","**","0.0","2.3","-","**","0.0","2.3","-","**","96.1","4.1","63068","8036","2.3","2.8","-","**","25.6","4.8","73214","31671","41.3","3.9","79107","8593","30.8","4.0","33295","8740","559","51","80350","8645","34.0","6.3","67159","28067","66.0","6.3","83125","9675","82.6","6.4","83558","3943","10.2","5.6","59028","32492","7.2","4.1","52778","16061","393","71","41094","8955","60.3","9.5","36328","5617","53.9","9.7","34286","4259","6.4","4.7","52321","16968","39.7","9.5","54405","7599","28.0","9.3","40000","17327","11.7","8.0","-","**","25.6","(X)","(X)","(X)","30.9","(X)","(X)","(X)","18.1","(X)","(X)","(X)",
"1400000US42003429100","Census Tract 4291, Allegheny County, Pennsylvania","1139","71","68244","6850","90.3","7.2","66989","5569","4.4","4.1","-","**","0.0","2.0","-","**","5.4","4.4","108860","19582","0.0","2.0","-","**","0.0","2.0","-","**","0.0","2.0","-","**","2.3","2.4","-","**","89.1","7.4","67358","6262","3.7","2.6","16111","14292","37.2","5.2","89063","21386","35.5","5.2","80417","33570","23.6","3.4","42639","20451","691","68","101650","11129","47.0","5.9","108493","13264","53.0","5.9","82083","28366","84.4","6.8","106875","11251","14.9","6.7","-","**","0.7","1.4","-","**","448","93","44444","14820","53.3","13.0","38750","25846","38.2","10.5","19083","8974","15.2","11.8","71750","17562","46.7","13.0","47386","17988","43.8","12.5","45909","20074","2.9","4.1","-","**","27.4","(X)","(X)","(X)","32.0","(X)","(X)","(X)","20.3","(X)","(X)","(X)",
"1400000US42003429201","Census Tract 4292.01, Allegheny County, Pennsylvania","1781","74","81033","4353","87.3","4.3","80960","3730","2.3","2.1","85450","15166","0.0","1.3","-","**","8.6","3.5","85521","31234","0.0","1.3","-","**","0.0","1.3","-","**","1.8","1.3","-","**","2.1","1.7","82692","30028","85.2","4.3","80717","4417","4.9","3.1","14375","11231","32.8","4.4","85845","7136","34.5","3.2","96782","9863","27.7","2.6","53281","7782","1206","76","95988","5489","32.3","3.9","116583","12625","67.7","3.9","90694","7473","89.0","5.9","95959","4542","5.7","3.3","51635","44374","5.3","4.6","109583","25136","575","97","46319","13268","72.7","10.2","45694","10854","60.3","11.1","43917","14765","12.3","6.5","77917","63758","27.3","10.2","61125","37432","25.4","10.0","-","**","1.9","2.8","-","**","22.7","(X)","(X)","(X)","25.4","(X)","(X)","(X)","16.0","(X)","(X)","(X)",
